Timestamp,Satellite Fix,Latitude,Longitude,Altitude
2018-04-22 19:43:33,2,44.6714187469,-63.5887412535,19
2018-04-22 19:43:48,2,44.6714187469,-63.5887412535,19
2018-04-22 19:44:03,2,44.6714187469,-63.5887412535,19
2018-04-22 19:44:18,2,44.6714111175,-63.5887374388,18
2018-04-22 19:44:33,2,44.6714111175,-63.5887336241,18
2018-04-22 19:44:48,2,44.6714111175,-63.5887336241,18
2018-04-22 19:45:03,2,44.6714073028,-63.5887336241,18
2018-04-22 19:45:18,2,44.6714073028,-63.5887336241,18
2018-04-22 19:45:33,2,44.6714073028,-63.5887336241,18
2018-04-22 19:45:48,2,44.6714073028,-63.5887374388,18
2018-04-22 19:46:03,2,44.6714073028,-63.5887374388,17
2018-04-22 19:46:18,2,44.6714073028,-63.5887374388,17
2018-04-22 19:46:33,2,44.6714073028,-63.5887412535,17
2018-04-22 19:46:48,2,44.6714073028,-63.5887412535,17
2018-04-22 19:47:03,2,44.6714149322,-63.5887412535,17
2018-04-22 19:47:18,2,44.6714149322,-63.5887374388,17
2018-04-22 19:47:33,2,44.6714263763,-63.5887298094,17
2018-04-22 19:47:48,2,44.6714378204,-63.5887183653,18
2018-04-22 19:48:03,2,44.6714416351,-63.5887145506,18
2018-04-22 19:48:18,2,44.6714416351,-63.5887107359,18
2018-04-22 19:48:33,2,44.6714416351,-63.5887107359,18
2018-04-22 19:48:48,2,44.6714378204,-63.5887107359,17
2018-04-22 19:49:03,2,44.6714340057,-63.5887145506,17
2018-04-22 19:49:18,2,44.6714340057,-63.5887145506,17
2018-04-22 19:49:33,2,44.6714378204,-63.5887145506,17
2018-04-22 19:49:48,2,44.6714378204,-63.5887145506,16
2018-04-22 19:50:03,2,44.6714378204,-63.5887145506,16
2018-04-22 19:50:18,2,44.6714378204,-63.5887107359,16
2018-04-22 19:50:33,2,44.6714378204,-63.5887107359,17
2018-04-22 19:50:48,2,44.6714416351,-63.5887069212,17
2018-04-22 19:51:03,2,44.6714416351,-63.5887069212,17
2018-04-22 19:51:18,2,44.6714416351,-63.5887069212,17
2018-04-22 19:51:33,2,44.6714416351,-63.5887069212,17
2018-04-22 19:51:48,2,44.6714378204,-63.5887069212,17
2018-04-22 19:52:03,2,44.6714340057,-63.5887031065,17
2018-04-22 19:52:18,2,44.6714187469,-63.5886992918,17
2018-04-22 19:52:33,2,44.6714187469,-63.5886992918,16
2018-04-22 19:52:48,2,44.6714225616,-63.5886992918,16
2018-04-22 19:53:03,2,44.6714225616,-63.5886992918,17
2018-04-22 19:53:18,2,44.6714225616,-63.5886992918,17
2018-04-22 19:53:33,2,44.6714263763,-63.5886916624,17
2018-04-22 19:53:48,2,44.671430191,-63.5886687742,16
2018-04-22 19:54:03,2,44.6714454498,-63.588645886,16
2018-04-22 19:54:18,2,44.6714568939,-63.5886382566,17
2018-04-22 19:54:33,2,44.6714950408,-63.5886535154,20
2018-04-22 19:54:48,2,44.6715141143,-63.5886802183,21
2018-04-22 19:55:03,2,44.6715141143,-63.588684033,22
2018-04-22 19:55:18,2,44.6715026702,-63.588684033,24
2018-04-22 19:55:36,2,44.6714988555,-63.5886649595,27
2018-04-22 19:55:51,2,44.6714874114,-63.5886497007,28
2018-04-22 19:56:06,2,44.6714835967,-63.5886420713,30
2018-04-22 19:56:21,2,44.6714988555,-63.588645886,33
2018-04-22 19:56:36,2,44.671517929,-63.5886611448,37
2018-04-22 19:56:51,2,44.6715293731,-63.5886725889,41
2018-04-22 19:57:06,2,44.6715370025,-63.5886764036,45
2018-04-22 19:57:21,2,44.6715408172,-63.5886764036,49
2018-04-22 19:57:36,2,44.6715331878,-63.588684033,48
2018-04-22 19:57:51,2,44.6715370025,-63.5886916624,50
2018-04-22 19:58:06,2,44.6715370025,-63.5887031065,50
2018-04-22 19:58:21,2,44.6715370025,-63.5887031065,51
2018-04-22 19:58:36,2,44.6715141143,-63.5886916624,51
2018-04-22 19:58:51,2,44.6714988555,-63.5886878477,50
2018-04-22 19:59:06,2,44.671479782,-63.5886878477,50
2018-04-22 19:59:21,2,44.6714492645,-63.5886687742,49
2018-04-22 19:59:36,2,44.6714492645,-63.5886687742,49
2018-04-22 19:59:51,2,44.6714530792,-63.5886649595,49
2018-04-22 20:00:06,2,44.6714530792,-63.5886649595,49
2018-04-22 20:00:21,2,44.6714530792,-63.5886649595,48
2018-04-22 20:00:36,2,44.6715026702,-63.5886992918,46
2018-04-22 20:00:51,2,44.6715217437,-63.5886992918,44
2018-04-22 20:01:06,2,44.6715293731,-63.5886992918,43
2018-04-22 20:01:21,2,44.6715293731,-63.5886992918,43
2018-04-22 20:01:36,2,44.6715293731,-63.5886992918,41
2018-04-22 20:01:51,2,44.6715370025,-63.5886954771,41
2018-04-22 20:02:06,2,44.6715370025,-63.5886916624,41
2018-04-22 20:02:21,2,44.6715331878,-63.5886916624,41
2018-04-22 20:02:36,2,44.6715293731,-63.5886878477,41
2018-04-22 20:02:51,2,44.671517929,-63.5886916624,41
2018-04-22 20:03:06,2,44.6714950408,-63.5886954771,40
2018-04-22 20:03:21,2,44.6714874114,-63.5886954771,40
2018-04-22 20:03:36,2,44.6714721526,-63.5886954771,40
